OrderID,ProductID,Quantity,UnitPrice,Discount
a24bbf09-9496-4113-9385-380de97b73bc,a4bc60f6-6709-4bdc-b059-189527a96ef1,3,992,90
370c0f83-6e90-487e-bff9-3dea9b7c9091,0d5eb025-1830-4bc1-9783-ea5680bf774b,1,732,65
21c8df77-8b7c-4657-b82c-21feee8f58be,251aad65-afe5-40ec-add5-f9c9b549a6f0,2,666,87
3b3b4198-6c84-4727-81bf-38af107121f7,337496d6-05aa-49e8-9603-ef5abc6b4bc5,2,297,4
068e4f1f-6c40-4e97-adec-d64024d2aec6,bacf2057-112c-4c2d-844e-24f76c95900f,5,352,1
c9e4549d-10ef-4771-b8b7-b93ba82a1294,263345ab-9ec1-4fe2-b25d-9d74efd3d8f1,10,690,57
0b180f16-eef7-49be-a452-838918c66d83,da2006f5-114a-449c-b625-251a406a7b99,4,826,0
88197de3-bda5-4314-820f-2fbad0e47a25,a60615bb-310c-4347-9db3-a0f1ab966dcf,1,154,21
23548cd7-a0d1-4201-a297-9419e114d9ce,6cc23125-9cfe-492d-a896-a5e9b52ca05f,2,94,71
4bafc689-01cf-4e3c-8e85-17b61e7ce26c,ec340887-0c8d-4da0-87ba-898841fbf5b4,2,885,93
064535c3-261e-44df-93dd-441777634c50,8a6e9df9-5752-4a87-a803-cc7d0948ea5b,1,985,91
9dc2a57d-617b-4245-a1c9-3cc83f17437f,b8a16df8-38c0-462d-888d-9c5e42704267,7,48,59
95c64995-5f12-468c-93c6-58ccad3e98f6,e3ae8558-19e4-4d01-959d-2f46e485bded,10,923,40
5772214b-cc9d-4306-bf85-8b3779307ce3,d964edfa-75b0-49ab-9168-0c249fa4d22f,7,176,74
bf232559-37c4-4d4d-a3e1-d3a5dde291ac,078a229e-434f-4036-8445-a8b26bfdf887,5,768,14
38a98047-3912-4779-99d6-5355ce5849d1,2a2948a4-1d57-4068-8844-f1c8b41f1699,8,167,38
0637225d-a5ad-4438-a602-9933a5629830,9747fd32-5076-46c3-90b4-5f404b86b219,3,99,14
1ec017d8-e617-437f-b815-f1c5438af06d,30bb25e4-84ce-45bc-b682-d5216503ae80,2,515,76
98bb3e79-a239-4fa3-bb40-bd0fba7cab1c,22bdddce-3fb4-4269-a22b-7bab296a766e,4,960,37
3f39e976-c825-45d7-a6c1-c83bd0ac7c20,2827710f-0130-4156-8d19-6b3a3cfbbf98,4,252,87
f2484e59-3c86-466e-a45a-2c9828a13b1d,df089cda-bda8-448e-b495-f65eda39bc2c,10,632,37
aa73430d-2fd1-48c5-a756-337c60db3f20,3dd4e65d-bb45-44e6-9ed5-0ec5d496b20f,10,66,42
d4034e43-bcc2-4b88-a48c-8e2cd3a7fd87,46e112aa-17cf-41a9-a311-6498523c9005,2,245,42
80be1435-f419-435f-9f1c-495262a04a51,6d26d138-47e1-4082-a20f-8ea8424ac57e,3,454,91
4e727757-9879-40cf-aa43-2c0ecd553891,bd5f58e3-1f60-4e36-b750-c6d373f4988c,8,228,33
8631860f-9fb7-4483-b419-44e6cf963d6a,7dd6f379-87f8-4762-816d-57f130588ba7,7,938,38
b11411bf-7453-4aad-b152-1ffe34c1e0ed,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,7,432,3
12f64b20-2225-4864-a7a3-a6f0ef6c15f9,059541ff-a15f-4d6d-8a5b-860bbae25715,2,303,4
a8309206-5ae3-44da-8761-a2023bef3905,5f90a50d-4166-4e43-9da3-2f06b02a29fd,7,933,35
22505a18-0573-4988-b0ba-a423c1718067,4e05a563-b887-48d1-b7ea-8a884851b047,7,71,91
8dc17bf3-4226-4fd8-a160-2e85700d6390,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,3,307,58
e8ee8a01-270d-41ff-89f1-76bd1c875861,89f38b6c-fc6b-4bd3-9af1-86adabda23a0,1,533,81
bcc54282-3ec2-4a8a-a186-7cf398e9b689,9fadcf5a-e87c-4809-8e98-9ddb4512b268,10,252,94
a5248c7b-e00b-4b43-9cc0-cfcf6c2a420c,5cd17c82-23ac-46a7-82b6-10623d68e88c,1,912,22
4f0d4c39-d4fc-4b69-a1b6-8b06c3bf6225,5bbdce93-9e4c-4aab-a0c6-187dcd0db8fe,2,525,35
741c521e-9cf7-45d2-9793-88152db4992e,6d26d138-47e1-4082-a20f-8ea8424ac57e,3,454,91
a110f6c6-ae63-4597-b024-398d512dac7e,2ddc2db8-9eef-4622-8860-c9771dbcc6d9,2,245,25
06407e73-d5dc-4f92-8901-c83ce6ab87ed,7319949a-95d6-4a41-aff1-cbb1599644ea,8,717,24
25caf45b-1ff8-478e-a3b9-5620e8d0452b,0629219f-2176-40d7-8765-4aa1024cf4ac,2,135,56
e34d8ec0-698c-48ce-baf7-c2681aaa0263,f00bcbec-2092-4844-879c-7e8ea52f56f6,5,229,72
c57a546f-a3ec-49c3-b1e0-86bfa0cfeda4,a2473932-153a-42ba-ad1d-42ce06a2a3bd,2,28,97
8c53f831-58a4-477d-acb7-1349f1603715,9ab96d8c-d587-482f-8ff5-4417705fb184,6,705,10
4909177f-0ee3-4ba6-994a-900831734c67,a9766a03-2fa7-45f7-9441-37bd04afed5f,6,205,28
05dbe686-f9b0-43a0-8f1b-b81726d0dfdc,2aac88f5-f3a1-4cd3-96b9-e4dad42cf5bb,5,932,61
778be6ba-3abe-44bb-bf8e-757eaa85459f,da2006f5-114a-449c-b625-251a406a7b99,4,826,0
5406f201-2509-4051-be38-96808ade416d,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,3,307,58
974e7ed4-0498-459c-bb9c-e8224f7f22ea,a60615bb-310c-4347-9db3-a0f1ab966dcf,1,154,21
117d744e-53cc-4916-9aac-fab2e491c403,0006853b-74cb-44a2-91ed-699aa31c5b5b,7,249,48
7179680f-3036-49f9-b0c8-5c139b48ab27,e21c411d-0adc-46d8-a262-58ed85b65298,4,937,75
6065ce0a-a5a3-4852-ae74-de9707b0c814,6be1b163-c631-4ba9-88ee-4cdec9ebba04,9,585,19
c52d4922-a07f-4344-8406-59207d3209a7,04c600c0-b84f-4de8-a71e-205528c610eb,10,905,33
fa71914e-cf82-4ceb-82b8-d1d05fc765f8,49ba644a-b75d-4d53-9d21-5ce45a0ff587,1,924,8
39067440-bb26-4ec5-811d-d25583696226,b799e620-db36-4563-9908-743a039f5bcb,4,385,57
d686e21f-9ea5-4258-bed5-c8c7c77b50d5,9c85d0e7-277d-4ed1-ba08-08b838ec0a48,4,260,15
e0c6a447-1580-4699-865c-1aef23a57e2e,6e1c7d78-8fc0-4c3e-b399-49c46ee89596,2,785,26
049d903b-fda1-42d1-83b8-39d64b6c789f,0006853b-74cb-44a2-91ed-699aa31c5b5b,7,249,48
64607b04-4abd-4c3e-87e8-6fa6914b5f47,b59590c7-c1e0-47c5-a99e-eedef51e80fc,8,794,72
487c75fe-4e9d-47ce-92ce-eee07394f31a,41d478e6-2798-4a05-b36f-8b12a5e3acc3,10,752,56
4ca9f63a-0537-4954-9be0-fb672d01b264,0ae6c948-b083-477e-aaf3-08c17db23116,5,453,42
2ecfa79f-40ad-4e86-b6a9-e7620ab8fbb4,b4e02bd6-bab2-4ba2-a5b5-044768eee8c0,10,323,41
3fbc85aa-762f-4d97-a739-410e936eac5a,7734fc07-a089-496c-9994-0a34a0c5d46d,8,743,88
82cc0149-1c43-4c49-8edf-ee6ab97d0695,e3ae8558-19e4-4d01-959d-2f46e485bded,10,923,40
cb5feae3-512e-4c71-8a26-bcefbf0774b9,e647997b-e370-4628-940f-c61653c00b88,8,291,24
3bbaa2b1-617a-4ee6-beb3-90a3c117d1a0,1d6e5c7d-c0a5-437b-b240-4a927041849f,2,613,63
c5f4cc8c-d4bc-4fc5-81bd-c108ae3be1b2,51eafc2f-3b85-404c-8ecf-435501295e09,6,412,63
7d01d60d-3744-43a0-81df-9f19075752e7,4abcaf84-e7fe-4efe-89ff-365a58054e33,7,537,18
6ee4d724-4c96-46f8-9ded-28afb96aa120,5e12bbaf-c213-485a-9d68-a9c8ee949bee,1,276,11
f56a8745-bfb2-4718-8ce5-0259f84c3975,089d2e9f-0785-4cb7-85dd-b002fee30c9d,9,896,11
19705fdb-179f-4773-8bcf-8a07185562ac,705ceb3e-4078-4a06-ac8a-8ef6f028c060,7,117,89
08b7baf6-c4ef-4b63-86c2-59192d251881,b75932b6-d9a8-48cc-adc0-7f30c6fc1b50,9,758,68
3ee87e27-dab1-454a-b4cb-9905e8bafbed,800dde56-071e-4e60-b713-a10fcbecfd16,6,394,25
29eaca94-2944-4d08-9734-b56af281607d,22fdf945-a880-4e03-aabc-35e691521ddd,7,297,19
a578d3b7-2b22-4e3e-8856-c60918601a11,b64c2266-07d2-4d44-a22d-35d06cc9c970,4,128,64
3a86052a-1d39-4668-bbdd-ca51a42ac612,2aa28375-c563-41b5-aa33-8e2c2e0f4db9,3,847,74
e4981e81-ec99-41dc-9bbc-ed7c2398af83,41d478e6-2798-4a05-b36f-8b12a5e3acc3,10,752,56
2ef80302-167b-47ad-b927-78fbfd1d65f2,a861f68c-bbdd-47be-885f-511a8312949c,7,872,99
7e7b412e-61b8-4c1e-a91f-e185adb026ec,bbb7b4eb-0e4b-42f6-b02e-ce03d3924454,7,837,8
3073494d-9b95-446b-b1a5-73a97ea9f373,f8aa9098-747a-4324-b769-501d0f614286,10,761,87
918707eb-14fc-432f-a816-d6d99d25abcd,56630e3c-fe5e-4aea-a2c3-ac73292836f6,5,275,31
c4447e5d-34cd-4ebb-9b0d-499bd4779ba2,1759be76-c642-4525-b04d-075e4163c79e,3,269,6
61cccfc5-d6dc-48e4-bb76-1c02fc237bc1,e21c411d-0adc-46d8-a262-58ed85b65298,4,937,75
f537d3fd-47c9-4511-b564-cc5e88976c9d,f0f8fa16-6143-4873-9c42-0d01ca73c906,1,665,96
30b867db-a32d-45ab-84bc-e0aa1c37443f,85145165-ad72-4f20-9b7d-794e6965dd89,4,960,10
3a02f361-4eca-41a9-b360-a18d7b279a73,574d9b9b-794c-40c9-a892-462dc6c4b106,7,737,19
8add4759-629e-41a1-a66f-a9c2b024cbc1,7440a0ac-5047-4678-9454-2164e8af1dd9,2,647,78
83882612-0e9c-4e98-ad81-c64bbc668030,e3c8ae5b-97c4-4dc8-83be-814f981d3250,5,904,57
f9fe6615-fb27-420a-baf6-d7cc38e60978,c87bec59-4106-4fa2-b666-9eede116a80b,10,211,82
743959fb-c045-49d8-aed4-ffe80f5dc71b,f9617c7b-415e-4d1f-9ea4-84d3978d1d35,4,553,45
3a017295-2a61-48b9-9574-a0b2b42e51b5,a56657aa-5438-46cd-9192-b1b0ef727b7a,7,129,64
6a8b5d59-8fd6-4669-8728-c617d5f5a2cb,081878a0-109a-42f2-a09f-638a59e18ff3,5,605,61
4a86ab29-8219-4d6a-98e2-125e1994f6d1,9d224088-e871-4734-b7c5-422904986cf1,3,546,57
7486c06c-87d0-4271-b99e-3382d9da4082,1234dbb1-06dd-4c19-b5cd-8ffa63799064,5,91,69
8ddaea65-0ab5-4c82-9348-341d79a7593c,1d448b67-ae57-4533-a557-b80089e9927b,5,90,58
fb1082f8-5c51-4006-993c-e3b2a25b5717,4d29cd55-ec12-4721-a814-041968b76d1f,7,594,69
0492e052-0ae2-49e5-b362-ec32160684b3,e0eb92d3-e08c-459d-b47a-b08182b90bc2,1,444,18
4f033b20-7459-4a48-947e-09f45add3d37,133dd774-ce8e-428f-a145-7d5ede33c199,2,670,74
2f8e1590-f54a-4fba-aea9-27a91ef50d8d,9cbc03e1-9d98-4e07-907a-c40f8f0a4377,9,670,90
de2fd057-81cf-4d31-a789-962df782f6f8,7103476e-3e51-4a94-a0a7-7b108140d577,5,64,61
8ed9799d-8609-4bbf-a293-86230e6b6e3e,2391ab4e-9e41-4a92-b97e-85584fc15d45,8,669,39
5a34c611-0ee1-484b-ad73-bcb23824cefc,3c40255d-9a22-4630-b0a6-3e91eb6575a5,2,739,31
f69d2b2f-78fd-4d39-9a90-2426152b9068,8bafab49-f89e-4668-8c76-518348c74078,1,767,22
91e50ee6-4be7-470f-a5ea-8f7cb58be526,0297061c-1241-4540-ac99-ac6a44fa507e,4,615,80
dbb38858-9cc4-4f5a-9d5b-6d8db7ab0814,afb7853f-adcb-423e-bc24-9776c3a4c25d,10,891,92
2a441d74-1dd0-4b08-b8dd-ded0e0b5c590,690b2ad1-5c12-4559-80c5-0ec585e9b801,3,919,6
e31d519f-deb0-487f-8c4c-7e945dc984a7,fd5654b4-93a4-4e19-b9a6-a5c57302c0c0,4,454,95
6c996e0c-63cf-46a1-bda5-7e55923bd22e,d8ce4513-2a05-4e39-bd66-30523863d3d4,7,47,75
98d33843-52b3-49ca-be61-e8f646f43c31,fa0e98d1-bda5-4cfc-9079-6de353b52632,7,355,66
4a98dffa-569b-4995-bf5e-0c0ff615f19d,be3e3e17-adc6-4546-ac4d-290b3231017d,5,597,30
78f4f94a-dca2-49b0-bdf7-a679fb841503,d840de5c-31c2-41c9-bcde-10e84ea852a7,9,15,72
e361ca20-cef5-4e11-ada4-31a9dacef396,e1607546-600e-4c73-9860-ca3a41bd28c5,3,535,20
8e9c8cda-3550-45b7-ac32-1931e644677b,3014be56-9a9e-4aee-972f-8c0e8eddbc6d,7,808,1
3f966a8c-4e6e-42c8-80f7-e43cdb119534,6aac2b7f-1083-46d2-b058-4698223a7e2e,6,667,29
258dea4d-e827-425f-8843-815fd629de56,5af7af56-f997-43cf-9012-97ad34bc9c9a,9,457,29
ca9d0e7e-db51-432d-9ad8-bbc36f5b5243,404cb633-025f-43d6-a87b-6616fe1d71e1,5,84,56
53467fc1-e152-4a9a-88ee-a929913ffead,16afe3ad-9f99-4d55-872c-770517390636,9,373,21
f82edb28-2665-4495-a4b3-70f820025afb,9e32df56-6887-4aa1-8d80-9de92609d0ca,7,107,83
31461736-7321-426a-a0b2-b04c486eec6c,7af24425-a5d0-4d26-bff5-c8066b6b2a23,7,674,81
c8326200-ba12-44d6-b882-eb47e37fc454,081878a0-109a-42f2-a09f-638a59e18ff3,5,605,61
fef6b4b5-dcd4-4701-a83f-d719fbad4044,30354d6b-b511-4120-8e62-7eb74772fb3e,1,885,52
342df81d-70ff-4ffa-a8e2-4fc54a800275,c036f403-eb0e-4426-ac9a-2f6bffbf3b10,10,826,41
3f7134fd-80af-4194-b018-1c0f43715fba,be92dd3a-fc10-419c-ac99-1cfa346661af,10,36,64
103894fe-f999-42c9-b355-fc9751994433,e20c0926-efc7-4144-82c9-e9d5b37a37d0,6,553,20
b45a6d16-d12b-4397-b6dd-a5926bab5c72,9ab96d8c-d587-482f-8ff5-4417705fb184,6,705,10
aa03eb87-8a92-40ee-8e8f-0406689fcacf,714b58cb-2713-4729-8bdb-1127ace287ab,10,165,61
d297723f-e70f-465e-b154-96f0dbb1429a,8ee217fe-c1f6-4ca5-82e0-86647612f2c9,7,256,98
6f666119-9162-4a51-8ba4-c5dadb8b0434,a9766a03-2fa7-45f7-9441-37bd04afed5f,6,205,28
21a01bbd-3607-4f4c-8c1b-d96eb28f7e72,1d6e5c7d-c0a5-437b-b240-4a927041849f,2,613,63
473409d1-c3b8-4924-a4a6-1f3db71741fc,bacf2057-112c-4c2d-844e-24f76c95900f,5,352,1
30dab443-933e-4c9f-91d4-4a378316dd5c,65f6c464-8fff-43af-866c-f1d7ae8503e7,8,559,24
006f8f35-c056-4ef2-91dc-e224734c6cbc,b4e02bd6-bab2-4ba2-a5b5-044768eee8c0,10,323,41
50bf7189-45a4-4673-a199-73592a83a963,bd5f58e3-1f60-4e36-b750-c6d373f4988c,8,228,33
de16567d-f293-4a7b-9a5a-46618f91ce1a,5e12bbaf-c213-485a-9d68-a9c8ee949bee,1,276,11
1f0e1d5e-04ba-4590-9790-5b95fcb291b7,6d478814-944f-4314-a468-86d314bc28ac,9,710,29
d5faa348-8cef-4ec0-a2e5-614c0a6d1bf9,d0a53772-3116-41b1-acaf-54e58331177d,6,844,64
8332039b-4ef0-4b18-b8c5-aa31f8758410,f8aa9098-747a-4324-b769-501d0f614286,10,761,87
5b1d5e3d-78b4-49c3-b5e7-936223c826a4,d2a3e556-244b-4a92-a5c9-e68099bd71ff,6,235,41
54159f64-7d88-4ea3-bc8a-a69ac22db9d0,37e9314d-3051-4848-aad9-acba1d43ac76,4,688,79
1bf37100-0927-422a-aef0-e7930b2fc879,7103476e-3e51-4a94-a0a7-7b108140d577,5,64,61
18c336c5-a744-44b5-8c74-b4d304939535,04d0f4ba-ccde-47d9-b846-ad470b5048fc,4,7,98
96f0d284-f6d7-42ec-914a-68d83686222e,68cd0831-876c-4c49-8762-b35e1488bdf9,4,698,72
aa540bea-fe40-4c3d-9375-de86f6545551,ae4d5e32-7ccb-4daa-bb63-0030e2ae5e66,4,191,7
438db8c1-e0b4-4e17-89b4-d40b3901bd34,f1fce7a0-1200-49d6-894d-fb101d46f2d3,3,584,98
0a165304-9d70-4a5b-840e-b45f7ebe6a80,6533ed7b-c4f9-4d13-910d-03f7d2621762,3,803,92
593c4c8f-e1bb-43a3-a36a-91d17f9c1616,317de63c-5e28-420f-8216-adfcdef82939,4,429,67
8c82c9f3-1bef-4dcc-b077-9a4d5b289386,5ac10d67-2d4a-43f6-a472-062092ae814a,3,511,6
e38eae17-a268-4aa6-8aca-bbf10743012e,d65452ca-8082-4aee-bb69-ac3f9a1dc548,5,209,2
80777ba1-1760-4a27-aeaa-8d764fc5a3e6,107f04c9-16a4-466b-a3e4-2017e0288d37,5,675,10
721ff20a-2035-4f05-b6b3-599ef9d7d497,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,7,432,3
7768724a-59f5-459d-99aa-8b023bcf18cb,f34f6d06-fab3-4841-b311-2e853b2f4575,10,985,3
e84b7d4a-f3b5-4c9b-9b59-63c46edc56b1,68338194-a7c5-458d-a76f-a4c097ace6a8,9,216,88
f87c8c90-850e-4593-8861-29e5d0b72f97,337496d6-05aa-49e8-9603-ef5abc6b4bc5,2,297,4
7bf0f022-8af7-47a6-8dde-de5fcd32ce1e,7c36545c-dedc-4428-a5c0-74033a7ff63b,1,548,17
aab037cd-0c14-434b-b9e7-bdb0ce2d39d9,e9144072-b8e1-4ea6-946b-d136ca29e2e5,4,446,40
78de1445-9c02-47ab-bd9d-3bec6e1f882e,c474bc7d-26d7-4d73-8fb7-45745fd0a37e,3,835,3
0b512ea5-3262-486a-a471-783ea44c4401,08928fcf-493c-4a7f-abca-615245a308e3,1,679,15
424b2065-f9a2-4c18-9ca2-e8a2f89ebbd5,4d29cd55-ec12-4721-a814-041968b76d1f,7,594,69
bc2459e8-130c-423c-b257-c43cc247329d,564daf51-5f3d-4a3f-a4e8-82d37341f474,7,382,29
fb2568e1-5268-4157-9abe-3e395fafc7e1,4aed6c75-60a6-4200-8b6d-a2eb325d4086,10,849,8
a0882eca-cfb3-4348-8c3e-7eca62039f47,133dd774-ce8e-428f-a145-7d5ede33c199,2,670,74
e1825f6e-224b-44dc-8eed-6694f92de575,8cb3e0ec-ab5a-4436-8220-f850e24bf3ab,10,582,84
b92bb71c-15b6-48ad-ada6-b7dd0e157e70,8bafab49-f89e-4668-8c76-518348c74078,1,767,22
b9993d77-d9ea-462b-b2a9-58981ae240cd,c036f403-eb0e-4426-ac9a-2f6bffbf3b10,10,826,41
d4d04bb4-4400-474c-8359-9ec848e987d9,d79d1b95-ecdf-4810-aea0-45e9bd10627d,3,154,9
4e9afab6-87c4-4f63-b423-ba2aed0a360d,6cc23125-9cfe-492d-a896-a5e9b52ca05f,2,94,71
93f6e650-354f-4955-98cd-f5b964be1337,3a2098ef-4fe1-48d6-80a5-df9fed22d11c,6,816,31
49440e08-6669-4382-a15e-777231b87f35,31c87c20-89da-459e-b870-b337d371c307,8,869,28
a63eddef-5280-49ca-9e8c-5b480b9119be,da9276e2-5e2a-4053-bbdd-05a5b9bae08f,2,900,35
a02d790a-d3e2-4213-b439-586ba94845d5,6533ed7b-c4f9-4d13-910d-03f7d2621762,3,803,92
c28e4a31-9448-4627-8abc-e5d71b4da6c2,02c7c358-da33-4586-8e32-5e459b7394fc,4,458,12
db5b4973-25fc-41d8-8244-70c90963cda7,9d224088-e871-4734-b7c5-422904986cf1,3,546,57
178152d9-cfeb-47b7-a584-bee04dfc9e03,f99fb6d2-3e77-40fa-8252-daa45b49524e,5,561,32
7918654a-a6bc-4cf9-ba4f-5980cb4f95fb,a0d5c1fd-a233-49bd-8172-881ad9d3cfce,4,263,15
d18cef68-5374-4869-b064-8edbac804f7b,9d7863e9-24aa-49b8-bebd-66f55ef57c4c,3,307,58
148f7a9d-a1db-4901-8ad1-187e5563394d,7809f5c4-72a8-40e6-b484-236086c3c600,6,806,93
a83920c5-ff8c-48dc-9e70-91ccc132ee06,e3c8ae5b-97c4-4dc8-83be-814f981d3250,5,904,57
fb064b78-02dd-44b1-a528-1b290ad6bad6,4bb18ef6-0b32-4838-b881-2f5fa0038800,4,747,32
fcdebfa6-ded1-4672-b092-9d938f054e3e,46678d62-8c3f-4827-a27b-f7565f4c3e61,4,549,5
9528a2e9-d084-48dd-8bd6-e42fa9dd5fc0,3aa9d5cb-d9c1-4249-888d-73323654440e,4,290,97
f42850e3-6fa1-4bd3-8d51-ac37f40c88fc,9887f433-7ed0-4708-b84e-bbcc1625241f,9,516,49
2dbf45e6-2469-45cf-84ac-21c18f319080,2aa28375-c563-41b5-aa33-8e2c2e0f4db9,3,847,74
d7e8633e-247e-410e-b1c5-3eb86c695a4a,883e8e8f-f279-4112-b223-e3ef5add761a,8,525,90
de084cb8-554b-4154-aa38-be66d0dbbd9f,1af2fbe8-a147-4257-a9c6-f344605f0d75,7,103,65
bea593b6-da25-46ca-a345-4c3b22d6e91f,a861f68c-bbdd-47be-885f-511a8312949c,7,872,99
fbacb23f-1921-48db-b95d-dca5abaae559,dd10a4a8-e47f-4f6e-b9eb-27e63a21e236,6,928,75
11bb305b-3b90-42e8-b14d-aba8f29214e4,2e7be076-9d2c-4f41-8785-0664e6bfdc37,8,715,25
9b01d79b-6a0f-437f-8947-323d6b3a6aad,ef8b3541-8616-4339-a9ce-6b65ed2b0ee2,6,836,19
1cea4f16-455e-4939-ac81-38ee69711631,9d82e469-12e6-4fd6-9a41-837ac63c1d2b,6,15,48
49aa6dac-dbee-480d-a51e-439b621fff2c,56630e3c-fe5e-4aea-a2c3-ac73292836f6,5,275,31
2c3f9ede-b70f-454b-9eac-a12321b9f25c,b799e620-db36-4563-9908-743a039f5bcb,4,385,57
a7b23cb9-c004-4c58-af31-6e25a2c9d105,7dd6f379-87f8-4762-816d-57f130588ba7,7,938,38
df8bb6ad-8d9e-4ab0-a296-c90c455e4bcf,9cbc03e1-9d98-4e07-907a-c40f8f0a4377,9,670,90
1dd1dc7c-4656-481f-ab1a-6eb58a106011,63f2ab66-accd-4958-a654-7519c5314c39,8,367,25
48e8b73b-5cd7-41ed-9c68-56acfd0574fb,f9617c7b-415e-4d1f-9ea4-84d3978d1d35,4,553,45
84ad861b-8ece-4da7-986d-d868e45cd144,fcb4f1cd-814f-4e80-9b45-ace36c9fe4ab,3,567,67
30576be8-3b6b-4c07-bd71-3965debc1867,9bb96185-938a-4341-8f91-a53b784f9a7a,6,933,65
1df18c9c-fc59-48fa-a415-91e9ee9c18c1,b1780b6f-3904-4f59-96c1-433d34db0450,1,633,20
68c17c2e-da14-482f-baf8-ef3c25defb63,f99883ca-cbb4-4c74-9938-a0f435896975,8,302,82
